"","Data_Scientist_Skills_ID","Company","Web_scrape_date","state","job_post_link"
"807",13,"Apple",2018-10-30,"CA","https://www.indeed.com/rc/clk?jk=8552094d05493f70&fccid=c1099851e9794854&vjs=3"
"808",11,"Walmart",2018-10-30,"CA","https://www.indeed.com/rc/clk?jk=dbc8dbcafc20853b&fccid=822bc5d9a49270ea&vjs=3"
"809",4,"23andMe",2018-10-30,"CA","https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C-GBn-hCoQRiOTUmbvOBB4-H_sC7WVs4Yr8lhNRogTpPUwezbcRcsAY6G5-g2kNB3y7qHadC2AlPhVBf8oCN9gWsaQ9ekpAkrfnA54NB3XZ_YWIZ1DUGjCgimHyh3nBWsKuq3WBjjtlXH9EWZJDCIuttOyXBeOo6goxmbutJf0_mZUAuGcemBsIrJN_6A8ZxkTjnqE8-g5rfOE8c4tFdIMWePzMFdz9RGOQPWRvLEVc3g2UuBzWEBsOU_7264J-XAWCwZ-2x17GIFkfcjF-O6_2aM3I760VRgHQmez2yoOeoDh2vdxP62ml-N2W0U3iTVxci83TCg7eUcCMonuVfTIlES_ialQDl_yvRdlK3EeuU1ndIR83sqe&vjs=3&p=5&sk=&fvj=0"
"810",2,"23andMe",2018-10-30,"CA","https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C-GBn-hCoQRiOTUmbvOBB4-H_sC7WVs4Yr8lhNRogTpPUwezbcRcsAY6G5-g2kNB3y7qHadC2AlPhVBf8oCN9gWsaQ9ekpAkrfnA54NB3XZ_YWIZ1DUGjCgimHyh3nBWsKuq3WBjjtlXH9EWZJDCIuttOyXBeOo6goxmbutJf0_mZUAuGcemBsIrJN_6A8ZxkTjnqE8-g5rfOE8c4tFdIMWePzMFdz9RGOQPWRvLEVc3g2UuBzWEBsOU_7264J-XAWCwZ-2x17GIFkfcjF-O6_2aM3I760VRgHQmez2yoOeoDh2vdxP62ml-N2W0U3iTVxci83TCg7eUcCMonuVfTIlES_ialQDl_yvRdlK3EeuU1ndIR83sqe&vjs=3&p=5&sk=&fvj=0"
"811",1,"23andMe",2018-10-30,"CA","https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C-GBn-hCoQRiOTUmbvOBB4-H_sC7WVs4Yr8lhNRogTpPUwezbcRcsAY6G5-g2kNB3y7qHadC2AlPhVBf8oCN9gWsaQ9ekpAkrfnA54NB3XZ_YWIZ1DUGjCgimHyh3nBWsKuq3WBjjtlXH9EWZJDCIuttOyXBeOo6goxmbutJf0_mZUAuGcemBsIrJN_6A8ZxkTjnqE8-g5rfOE8c4tFdIMWePzMFdz9RGOQPWRvLEVc3g2UuBzWEBsOU_7264J-XAWCwZ-2x17GIFkfcjF-O6_2aM3I760VRgHQmez2yoOeoDh2vdxP62ml-N2W0U3iTVxci83TCg7eUcCMonuVfTIlES_ialQDl_yvRdlK3EeuU1ndIR83sqe&vjs=3&p=5&sk=&fvj=0"
"812",15,"Cymer",2018-10-30,"CA","https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A_DDXJpBmDjNhNk0SonxKsswszHAivHatKsF66mYTBcl9kjcGRZGm1mQcSdrUWuSp-Usvn0ttIeusQTRzG4GR-ycbZiTVs2dlZ9B-CXch9p2xmphScTfExaTVKtqjntImW7a-avJjFLsm56TDRrV2Kltcf_XghLaMUUW__6Zd2mVcUnjz8OyKHIAM0xHLXQCHva6AqdIpjXNiIRUWrmtGCnGQrvfzSjBsZGWj0vR58cYX9xlkQi6HM6WTEsztxXBFyKb0HgQurin1QnMu-WNC7CXrIHRWoiKr_3fGjtL3d-T2YMy0BG0p3TP270MIgFQ_w9dhD8MS56WkaMFqh5h-76_EaqaQnW79IfZVkkDix3R2qTtq8OIR05VI8jFVZieaxjvETdydWhPTdNqjVpN5O-eo23KMmxg1itxF1YG-fJOMjTHnqYZxCebW2UVsgxQGXH6RWcuiu-lgeyiAejky6&vjs=3&p=3&sk=&fvj=0"
"813",13,"Harnham",2018-10-30,"CA","https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ARICpNo1DhGqfodICOss3ZS6QdhS5AHh5hrs_CHOPYqyRorwnK9gL9jnyEkakzPAaIEervZ7PacFePQmPFjeVWR2-SMDXBR_vuT2U8CmkCdws9xR6mQc-5Sh5Qm3r5UmrcSZgdyDEku7CDPywU_nfzudHT2BblKCTuhQzLNx9fl7eRtftKScCnNky0NP6g_yr1u1NRfwejRe4dzeEo0NLCKwzLaRDRSIl--V730fNbEZrEMumZjuiwCUjOhgavVK7OS68zPmCBtUK_iSkFmLj81oeBEuAGDmAx_0-eaeXUNn8PaPyAll8ia-97dAmmymVQK04gu5-1RQfFKcWFGbTqZ-ypONBW6F9-b9zrC3xZWPIpo-O7rs0hCPYmT3Y9bGJh91wfYnnM8iAHvd5CGQ1JKg-7stOSulWSGjDqqlg10ers3FxUvQcdUtTiKzLRCnVbbN7h82cY_YKyelDd7KbORa39snfqIWjWq_Om5TnZcF2J88NRGxSZzkgrRARXD77M5UlF9hmWzE4ASNuMuC0GYOGCWUgq80dKxZTymjx4f8Wo3KfbyWchrst1CwgbeHGfHJqzIH175_CjctWC6nh3euiD6LPM5Jk8nU6OQkO53uXfWcyM7_NO9Ife31KJqKY=&vjs=3&p=2&sk=&fvj=0"
"814",3,"Harnham",2018-10-30,"CA","https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ARICpNo1DhGqfodICOss3ZS6QdhS5AHh5hrs_CHOPYqyRorwnK9gL9jnyEkakzPAaIEervZ7PacFePQmPFjeVWR2-SMDXBR_vuT2U8CmkCdws9xR6mQc-5Sh5Qm3r5UmrcSZgdyDEku7CDPywU_nfzudHT2BblKCTuhQzLNx9fl7eRtftKScCnNky0NP6g_yr1u1NRfwejRe4dzeEo0NLCKwzLaRDRSIl--V730fNbEZrEMumZjuiwCUjOhgavVK7OS68zPmCBtUK_iSkFmLj81oeBEuAGDmAx_0-eaeXUNn8PaPyAll8ia-97dAmmymVQK04gu5-1RQfFKcWFGbTqZ-ypONBW6F9-b9zrC3xZWPIpo-O7rs0hCPYmT3Y9bGJh91wfYnnM8iAHvd5CGQ1JKg-7stOSulWSGjDqqlg10ers3FxUvQcdUtTiKzLRCnVbbN7h82cY_YKyelDd7KbORa39snfqIWjWq_Om5TnZcF2J88NRGxSZzkgrRARXD77M5UlF9hmWzE4ASNuMuC0GYOGCWUgq80dKxZTymjx4f8Wo3KfbyWchrst1CwgbeHGfHJqzIH175_CjctWC6nh3euiD6LPM5Jk8nU6OQkO53uXfWcyM7_NO9Ife31KJqKY=&vjs=3&p=2&sk=&fvj=0"
"815",13,"MachineZone",2018-10-30,"CA","https://www.indeed.com/rc/clk?jk=0ec6868b695e9745&fccid=5bde9102c6fe9185&vjs=3"
"816",11,"MachineZone",2018-10-30,"CA","https://www.indeed.com/rc/clk?jk=0ec6868b695e9745&fccid=5bde9102c6fe9185&vjs=3"
